	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
445	121.431502,31.136414	老沪闵路809号1层	徐汇区	上海市	B00155INLA	[]	必胜宅急送(上中西路店)	上海市	021-54288753;021-54288739;4008123123	餐饮服务;快餐厅;必胜客	050303	121.431502	31.136414	西餐厅
446	120.529563,37.646453	东莱街258号博商购物广场F6层	龙口市	烟台市	B02170RS32	[]	比格自助比萨(博商购物广场)	山东省	0535-8710000	餐饮服务;中餐厅;中餐厅	050100	120.529563	37.646453	西餐厅
447	116.428447,39.924192	朝阳门内大街130号1层(近汉庭酒店)	东城区	北京市	B000A87FC4	[]	必胜宅急送(朝内店)	北京市	010-65130265;010-65130267;4008123123	餐饮服务;快餐厅;必胜客	050303	116.428447	39.924192	西餐厅
448	116.846234,40.375414	鼓楼南大街4号红云楼2层	密云区	北京市	B000A84ZEB	[]	比格比萨(密云店)	北京市	010-89085116	餐饮服务;快餐厅;快餐厅	050300	116.846234	40.375414	西餐厅
449	116.334734,39.996348	双清路88号华源世纪商务楼1层	海淀区	北京市	B000A84BMJ	[]	必胜宅急送(双清路店)	北京市	010-82527903	餐饮服务;快餐厅;必胜客	050303	116.334734	39.996348	西餐厅
450	116.311632,40.035016	上地信息路甲28号科实大厦1层	海淀区	北京市	B000A8530X	[]	比格比萨(上地店)	北京市	010-62967237;4000527527	餐饮服务;快餐厅;快餐厅	050300	116.311632	40.035016	西餐厅
451	116.354833,39.981658	学院路甲38号长城电脑大厦2楼(北航东门对面)	海淀区	北京市	B000A80AB4	[]	比格比萨(花园路店)	北京市	010-62375718	餐饮服务;快餐厅;快餐厅	050300	116.354833	39.981658	西餐厅
452	116.400917,39.968172	安华西里一区甲1号中国木偶剧院西侧2层	朝阳区	北京市	B000A80GIM	[]	比格比萨(安贞店)	北京市	010-64299116	餐饮服务;快餐厅;快餐厅	050300	116.400917	39.968172	西餐厅
453	113.121039,23.038531	锦华路81号东方广场吉之岛3层	禅城区	佛山市	B02F5072G9	[]	大城小厨(东方广场店)	广东省	0757-82629839	餐饮服务;中餐厅;中餐厅	050100	113.121039	23.038531	西餐厅
454	121.377917,37.543751	南大街166号(百盛购物中心东门2楼)	芝罘区	烟台市	B02170RRB5	[]	比格比萨(百盛店)	山东省	0535-6682999	餐饮服务;快餐厅;快餐厅	050300	121.377917	37.543751	西餐厅
455	121.602264,31.272899	凌河路757-759号一层(近博兴路)	浦东新区	上海市	B00154DHEH	[]	必胜宅急送(博兴店)	上海市	021-50264386;021-68954717;4008123123	餐饮服务;快餐厅;必胜客	050303	121.602264	31.272899	西餐厅
456	113.274835,23.108008	怡安路246-264号B17之2	海珠区	广州市	B00140T4IZ	[]	尊宝比萨(江湾店)	广东省	020-84384885;020-84384887	餐饮服务;快餐厅;快餐厅	050300	113.274835	23.108008	西餐厅
457	116.440301,39.943668	东外察慈小区15号楼1楼	东城区	北京市	B000A8VZIE	[]	必胜宅急送(香河园店)	北京市	010-64611690	餐饮服务;快餐厅;必胜客	050303	116.440301	39.943668	西餐厅
458	116.630364,40.318954	青春路21号(中信银行旁)	怀柔区	北京市	B000A831GK	[]	比格Pizza(怀柔店)	北京市	010-69643797;010-69633797	餐饮服务;快餐厅;快餐厅	050300	116.630364	40.318954	西餐厅
459	116.997126,36.661128	大纬二路37号(经四路与纬二路交叉口西南角)	市中区	济南市	B02130U2JU	[]	比格比萨(大观园店)	山东省	0531-86058500	餐饮服务;快餐厅;快餐厅	050300	116.997126	36.661128	西餐厅
460	121.443072,31.228358	胶州路267号	静安区	上海市	B00155HN4Q	[]	必胜宅急送(云和店)	上海市	[]	餐饮服务;快餐厅;必胜客	050303	121.443072	31.228358	西餐厅
461	116.740019,23.363069	长平路丰泽庄正大万客隆商城1层	龙湖区	汕头市	B02F2021PT	[]	必胜客(汕头平东餐厅)	广东省	0754-88787837;0754-88787897	餐饮服务;快餐厅;必胜客	050303	116.740019	23.363069	西餐厅
462	112.985668,28.173045	芙蓉中路二段393号都市阳光大厦1层	雨花区	长沙市	B02DB04QTQ	[]	金牛角王中西餐厅(侯家塘店)	湖南省	0731-82920988	餐饮服务;中餐厅;中餐厅	050100	112.985668	28.173045	西餐厅
463	116.333366,40.078118	回龙观育知东路	昌平区	北京市	B000A83EDW	[]	必胜宅急送(育知东路店)	北京市	010-81739392;4008123123	餐饮服务;快餐厅;必胜客	050303	116.333366	40.078118	西餐厅
464	117.150962,39.095819	红旗南路249号华润万家1-2层	南开区	天津市	B00160DEJ1	[]	必胜宅急送(王顶堤店)	天津市	022-83622189;022-83622181;4008123123	餐饮服务;快餐厅;必胜客	050303	117.150962	39.095819	西餐厅
465	114.174507,22.317368	香港旺角火车站新世纪广场5楼501室MOKO	油尖旺区	香港特别行政区	B073C03X1B	[]	意粉屋(旺角中心)	香港特别行政区	00852-26289289;00852-23810816	餐饮服务;快餐厅;快餐厅	050300	114.174507	22.317368	西餐厅
466	113.274300,23.141792	童心路西胜街7号(广东电大对面)	越秀区	广州市	B00140NXAV	[]	珍珍意粉屋(西胜街)	广东省	020-83596007	餐饮服务;中餐厅;中餐厅	050100	113.274300	23.141792	西餐厅
467	116.341687,39.938926	西直门外大街丁137号	西城区	北京市	B000A7ZNOD	[]	比格比萨(西外餐厅)(装修中)	北京市	010-68362761;010-68311887	餐饮服务;快餐厅;快餐厅	050300	116.341687	39.938926	西餐厅
468	113.708023,34.762389	未来路与金水路交叉口曼哈顿商业广场B区F1层	金水区	郑州市	B01730JWOQ	[]	必胜客(曼哈顿广场店)	河南省	0371-60190618;4008123123;0371-60190619	餐饮服务;快餐厅;必胜客	050303	113.708023	34.762389	西餐厅
469	121.440409,31.246149	澳门路477号-1号3号6幢1层	普陀区	上海市	B00156EXCI	[]	达美乐比萨(澳门路店)	上海市	021-62980126;4001597597	餐饮服务;快餐厅;快餐厅	050300	121.440409	31.246149	西餐厅
470	117.187735,39.136037	南马路11号麦购时代广场1楼(南市食品街北侧)	和平区	天津市	B00160EE3O	[]	必胜宅急送(南马路店)	天津市	022-27336952	餐饮服务;快餐厅;必胜客	050303	117.187735	39.136037	西餐厅
471	118.606691,24.904574	丰泽街与田安北路交叉处新华都百货1F层	丰泽区	泉州市	B0253031LS	[]	必胜客	福建省	0595-22181817;13290860396	餐饮服务;快餐厅;必胜客	050303	118.606691	24.904574	西餐厅
472	121.443567,31.331825	长江西路1962号(近共和新路)	宝山区	上海市	B00155NAS8	[]	元盛(通河新村店)	上海市	021-56761197	餐饮服务;中餐厅;中餐厅	050100	121.443567	31.331825	西餐厅
473	120.548614,31.302793	长江路436号	虎丘区	苏州市	B020017GQP	[]	味庄欢乐餐厅	江苏省	0512-68186388;13222290000	餐饮服务;中餐厅;中餐厅	050100	120.548614	31.302793	西餐厅
474	121.377679,31.244937	梅川路1337号宏泉大厦	普陀区	上海市	B00155H84W	[]	必胜宅急送(梅川路店)	上海市	021-52798945;4008123123	餐饮服务;快餐厅;必胜客	050303	121.377679	31.244937	西餐厅
475	112.555403,37.818316	长风街中段705号和信时尚商城F1层1A03	小店区	太原市	B015F0I4GA	[]	必胜客	山西省	0351-7526166;0351-7526160	餐饮服务;快餐厅;必胜客	050303	112.555403	37.818316	西餐厅
476	108.946865,34.315567	未央路126号赛高国际1-2层	未央区	西安市	B001D08LX6	[]	必胜客(未央店)	陕西省	029-86178535	餐饮服务;快餐厅;必胜客	050303	108.946865	34.315567	西餐厅
477	114.478452,38.043707	中山西路139号新百广场1层	桥西区	石家庄市	B013701EDB	[]	必胜客(新人民店)	河北省	0311-87025082;0311-87025182;4008123123	餐饮服务;快餐厅;必胜客	050303	114.478452	38.043707	西餐厅
478	108.965391,34.215302	雁塔南路大雁塔南广场东南角A区9栋	雁塔区	西安市	B001D09KIT	[]	必胜客(曲江店)	陕西省	029-85420088;029-85420066	餐饮服务;快餐厅;必胜客	050303	108.965391	34.215302	西餐厅
479	116.352642,39.923857	阜成门外大街丙3号东润时代大厦2层	西城区	北京市	B000A83LDT	[]	比格比萨(阜成门阳光店)	北京市	010-68006478;010-68004178;4000527527	餐饮服务;快餐厅;快餐厅	050300	116.352642	39.923857	西餐厅
480	116.701497,23.365983	金砂东路44号挂钟厂1层	金平区	汕头市	B02F2005OO	[]	必胜客(金砂东路店)	广东省	0754-88637662;0754-88637660	餐饮服务;快餐厅;必胜客	050303	116.701497	23.365983	西餐厅
481	108.950811,34.259162	东大街骡马市1号民生百货(骡马市店)F2层	碑林区	西安市	B001D08LX5	[]	必胜客	陕西省	029-87656668;029-87656886	餐饮服务;快餐厅;必胜客	050303	108.950811	34.259162	西餐厅
482	113.336154,23.136932	天河龙口西路91号1楼(近龙口明珠酒家)	天河区	广州市	B00140U94E	[]	必胜宅急送(龙口西店)	广东省	020-85264092;4008123123	餐饮服务;快餐厅;必胜客	050303	113.336154	23.136932	西餐厅
483	121.430873,28.650924	市府大道289号耀达百货一层	椒江区	台州市	B024005H1I	[]	必胜客(椒江耀达餐厅)	浙江省	0576-88685388;0576-88685560	餐饮服务;快餐厅;必胜客	050303	121.430873	28.650924	西餐厅
484	114.084675,22.540148	深南中路3003号北方大厦1-2层	福田区	深圳市	B02F38SQ3Q	[]	必胜客(北方大厦店)	广东省	0755-83278320	餐饮服务;快餐厅;必胜客	050303	114.084675	22.540148	西餐厅
485	116.366704,39.980249	花园路甲2号院4-2号	海淀区	北京市	B000A87FSB	[]	必胜宅急送(花园路店)	北京市	010-62066042;4008123123	餐饮服务;快餐厅;必胜客	050303	116.366704	39.980249	西餐厅
486	118.602771,24.912463	温陵北路605号玉屏大厦1层	丰泽区	泉州市	B025302VKP	[]	必胜客(东湖店)	福建省	0595-22762300	餐饮服务;快餐厅;必胜客	050303	118.602771	24.912463	西餐厅
487	121.423382,31.171934	田林路2号柳州路口	徐汇区	上海市	B00155FADT	[]	圆缘园时尚餐厅(田林店)	上海市	021-64364764	餐饮服务;休闲餐饮场所;休闲餐饮场所	050400	121.423382	31.171934	西餐厅
488	109.411237,24.314130	公园路72号星河大厦2层	城中区	柳州市	B030402EG3	[]	必胜客(龙城店)	广西壮族自治区	0772-2822580;0772-2811580	餐饮服务;快餐厅;必胜客	050303	109.411237	24.314130	西餐厅
489	116.373415,39.909974	西单北大街133号北京君太百货B1层A-01号	西城区	北京市	B000A7Y0DZ	[]	必胜客(君太店PH店)	北京市	010-66057716	餐饮服务;快餐厅;必胜客	050303	116.373415	39.909974	西餐厅
490	121.448272,31.298031	共和新路3318号大润发闸北店1-2层19号	静安区	上海市	B00155KRGN	[]	必胜宅急送(大润发店)	上海市	021-56779503;021-56037592;4008123123	餐饮服务;快餐厅;必胜客	050303	121.448272	31.298031	西餐厅
491	112.985195,28.196610	芙蓉中路238号芙蓉广场	芙蓉区	长沙市	B02DB02EDD	[]	必胜客(芙蓉广场店)	湖南省	0731-82237322	餐饮服务;快餐厅;必胜客	050303	112.985195	28.196610	西餐厅
492	114.496148,36.610565	人民东路新世纪商业广场三期1-2层	丛台区	邯郸市	B01360151I	[]	必胜客(新世纪店)	河北省	0310-2035108;0310-2035106	餐饮服务;快餐厅;必胜客	050303	114.496148	36.610565	西餐厅
493	114.274547,22.726843	深惠公路旁万鑫五洲风情MALLB区1层	龙岗区	深圳市	B02F309PKS	[]	必胜客(五洲风情店)	广东省	0755-84802425;0755-84867637	餐饮服务;快餐厅;必胜客	050303	114.274547	22.726843	西餐厅
494	118.343042,35.063290	红旗路11号银座商城1层	兰山区	临沂市	B021B0AISQ	[]	必胜客(银座店)	山东省	0539-8077345	餐饮服务;快餐厅;必胜客	050303	118.343042	35.063290	西餐厅
495	108.903843,34.231841	高新技术产业开发区科技路33号高新国际商务中心1层	雁塔区	西安市	B001D08B4O	[]	必胜客(金花店)	陕西省	4008123123	餐饮服务;快餐厅;必胜客	050303	108.903843	34.231841	西餐厅
496	117.295064,31.864163	淮河路步行街77号百盛逍遥广场北楼1层	庐阳区	合肥市	B022702SR1	[]	必胜客(合肥百盛店)	安徽省	0551-62612211;0551-62632870	餐饮服务;快餐厅;必胜客	050303	117.295064	31.864163	西餐厅
497	119.112916,36.712296	东风东街360号世纪泰华1层	奎文区	潍坊市	B02180IWBU	[]	必胜客(泰华店)	山东省	0536-8235653;4008123123;0536-8235652	餐饮服务;快餐厅;必胜客	050303	119.112916	36.712296	西餐厅
498	116.595119,39.912154	朝阳路京通苑30号楼Plus365购物中心2F层	朝阳区	北京市	B000A8W0Z8	[]	比格比萨(管庄店)	北京市	010-65708414;010-65571331	餐饮服务;快餐厅;快餐厅	050300	116.595119	39.912154	西餐厅
499	113.154018,27.834050	车站路61号中鸿时尚新天地1-2层	芦淞区	株洲市	B02DD026LT	[]	必胜客(中鸿店)	湖南省	0731-28291222	餐饮服务;快餐厅;必胜客	050303	113.154018	27.834050	西餐厅
500	112.953172,28.195318	枫林一路39号通程商业广场F1层	岳麓区	长沙市	B02DB03NIK	[]	必胜客(枫林店)	湖南省	0731-88889117	餐饮服务;快餐厅;必胜客	050303	112.953172	28.195318	西餐厅
501	116.423361,39.803080	东高地万源北路航天万源广场4层	丰台区	北京市	B000A8VTT3	[]	比格比萨(航天万源店)	北京市	010-88030804;010-88030805	餐饮服务;快餐厅;快餐厅	050300	116.423361	39.803080	西餐厅
502	110.295030,25.277169	中山中路33号康美大厦2层	秀峰区	桂林市	B030507HCL	[]	必胜客(桂林中山店)	广西壮族自治区	0773-2862900	餐饮服务;快餐厅;必胜客	050303	110.295030	25.277169	西餐厅
503	119.655396,29.077204	八一南街828号	婺城区	金华市	B024304MHE	[]	拉芳舍(江南店)	浙江省	0579-82493222	餐饮服务;咖啡厅;咖啡厅	050500	119.655396	29.077204	西餐厅
504	116.293239,39.866583	丰台北路79号华堂商场2层	丰台区	北京市	B000A7Z8ZI	[]	比格比萨(丰台北路店)	北京市	010-83821630	餐饮服务;快餐厅;快餐厅	050300	116.293239	39.866583	西餐厅
505	120.077216,29.303944	城中中路88号	义乌市	金华市	B02430HS2C	[]	必胜客(城中中路店)	浙江省	0579-85456881;0579-85456882	餐饮服务;快餐厅;必胜客	050303	120.077216	29.303944	西餐厅
506	113.665990,34.809318	瀚海北金商业中心1-2层(北三环路与文化路交叉口东南角)	金水区	郑州市	B0FFFQ02X1	[]	必胜客(北环店)	河南省	0371-63386681;0371-63386682	餐饮服务;快餐厅;必胜客	050303	113.665990	34.809318	西餐厅
507	116.662010,39.907119	车站路17号2层	通州区	北京市	B000A1C772	[]	外滩风尚咖啡(北京通州店)	北京市	010-69551012	餐饮服务;咖啡厅;咖啡厅	050500	116.662010	39.907119	西餐厅
508	120.865742,32.017125	人民中路47号八百伴1层	崇川区	南通市	B0201060FL	[]	必胜客(百货大楼店)	江苏省	0513-85110536;0513-85110516	餐饮服务;快餐厅;必胜客	050303	120.865742	32.017125	西餐厅
509	113.112288,36.186246	英雄中路嘉汇购物广场1-2层	城区	长治市	B016300FPL	[]	必胜客(英雄店)	山西省	0355-2025631;4008123123	餐饮服务;快餐厅;必胜客	050303	113.112288	36.186246	西餐厅
510	121.572708,31.255203	博山东路560-20号黄金钫广场1层(近枣庄路)	浦东新区	上海市	B00155MRRQ	[]	必胜宅急送(博山-PH店)	上海市	021-58719210;021-58717250;4008123123	餐饮服务;快餐厅;必胜客	050303	121.572708	31.255203	西餐厅
511	116.364704,39.844427	镇国寺北街4号院13号楼105号	丰台区	北京市	B000A8VWFH	[]	达美乐比萨(草桥店)	北京市	4001597597;010-87588528	餐饮服务;快餐厅;快餐厅	050300	116.364704	39.844427	西餐厅
512	113.759982,23.049830	花园新村11号	东莞市	东莞市	B030100MY7	[]	名典咖啡语茶(东城花园店)	广东省	0769-22204152	餐饮服务;咖啡厅;咖啡厅	050500	113.759982	23.049830	西餐厅
513	120.544230,31.862491	沙洲中路步行街39号	张家港市	苏州市	B02000J2VM	[]	必胜客(张家港店)	江苏省	0512-58791102	餐饮服务;快餐厅;必胜客	050303	120.544230	31.862491	西餐厅
514	104.015056,30.662469	光华村街42号乐宾百货2F层	青羊区	成都市	B001C7WHZD	[]	PIZZA HUT(乐宾百货)	四川省	028-82876049	餐饮服务;快餐厅;必胜客	050303	104.015056	30.662469	西餐厅
515	116.479482,39.987322	望京广顺南大街16号北京新世界丽莹百货B1区1-3号	朝阳区	北京市	B000A83IG3	[]	必胜客	北京市	010-84763890;010-84763821	餐饮服务;快餐厅;必胜客	050303	116.479482	39.987322	西餐厅
516	113.725894,23.036268	万道路华南摩尔BC区1-2层	东莞市	东莞市	B03017WJQY	[]	必胜客(华南摩尔店)	广东省	0769-26990779;0769-26991779	餐饮服务;快餐厅;必胜客	050303	113.725894	23.036268	西餐厅
517	120.189514,35.955604	长江中路419号永旺黄岛购物中心1层	黄岛区	青岛市	B0214077EU	[]	必胜客(长江店)	山东省	0532-86996578;0532-86996579	餐饮服务;快餐厅;必胜客	050303	120.189514	35.955604	西餐厅
518	113.681159,34.784848	花园路39号郑州国贸360广场1层A1004	金水区	郑州市	B0FFGPMJUA	[]	必胜客(花园路店)	河南省	0371-87093513;0371-87096360;4008123123	餐饮服务;快餐厅;必胜客	050303	113.681159	34.784848	西餐厅
519	113.881068,22.581135	宝民二路129号君胜百货港隆城店1-2层	宝安区	深圳市	B02F37VQK9	[]	必胜客(港隆城店)	广东省	0755-27934954;0755-27934673	餐饮服务;快餐厅;必胜客	050303	113.881068	22.581135	西餐厅
520	104.063289,30.670498	青龙街51号附2-3	青羊区	成都市	B001C7U924	[]	必胜客(骡马市店)	四川省	028-65184534	餐饮服务;快餐厅;必胜客	050303	104.063289	30.670498	西餐厅
521	114.344519,30.589968	徐东大街7号中商徐东平价广场F1层	洪山区	武汉市	B001B09YRS	[]	必胜客(徐东大道店)	湖北省	027-68898148;15727072957	餐饮服务;快餐厅;必胜客	050303	114.344519	30.589968	西餐厅
522	113.372112,23.041724	广州大学城广大商业中心1层	番禺区	广州市	B00140TVPG	[]	必胜客(大学城店)	广东省	020-39337159	餐饮服务;快餐厅;必胜客	050303	113.372112	23.041724	西餐厅
523	104.060943,30.601239	站华路9号欧尚成都高新店1层	武侯区	成都市	B001C7UTVO	[]	必胜客(站华店)	四川省	028-66322970;028-85310308	餐饮服务;快餐厅;必胜客	050303	104.060943	30.601239	西餐厅
524	108.903754,34.206796	太白南路电子三路和电子四路中间金石柏朗大厦1层	雁塔区	西安市	B0FFFGV0DL	[]	必胜客(太白店)	陕西省	029-89181124;029-88441425	餐饮服务;快餐厅;必胜客	050303	108.903754	34.206796	西餐厅
525	108.947330,34.224089	长安中路123号赛格国际购物中心F2层	雁塔区	西安市	B0FFF9WN8Z	[]	必胜客	陕西省	029-89329755	餐饮服务;快餐厅;必胜客	050303	108.947330	34.224089	西餐厅
526	108.902939,34.228083	高新路51号	雁塔区	西安市	B0FFF8YJMI	[]	必胜客(科创店)	陕西省	[]	餐饮服务;快餐厅;必胜客	050303	108.902939	34.228083	西餐厅
527	108.940953,34.223864	小寨西路26号银泰百货F1层	雁塔区	西安市	B0FFF52X6P	[]	必胜宅急送(银泰百货)	陕西省	029-85576599;4008123123	餐饮服务;快餐厅;必胜客	050303	108.940953	34.223864	西餐厅
528	121.542910,31.235348	张杨路1606号(近民生路)	浦东新区	上海市	B00156EXCJ	[]	达美乐比萨(民生店)	上海市	021-58855800	餐饮服务;快餐厅;快餐厅	050300	121.542910	31.235348	西餐厅
529	120.152905,30.283343	湖墅南路228-230号1-2层	拱墅区	杭州市	B023B07XRJ	[]	必胜客(拱墅店)	浙江省	0571-88376051;0571-88376052	餐饮服务;快餐厅;必胜客	050303	120.152905	30.283343	西餐厅
530	126.552164,43.844201	解放中路120-2号	船营区	吉林市	B01B002739	[]	必胜客(吉润店)	吉林省	0432-62060998	餐饮服务;快餐厅;必胜客	050303	126.552164	43.844201	西餐厅
531	116.418187,39.893614	崇外大街11号新成文化大厦1层	东城区	北京市	B000A7C4UI	[]	必胜宅急送(磁器口HS店)	北京市	010-67088456;4008123123;010-67088446	餐饮服务;快餐厅;必胜客	050303	116.418187	39.893614	西餐厅
532	115.364303,33.259581	东城办事处人民中路	界首市	阜阳市	B061604FZH	[]	有意思复合式休闲餐厅(界首店)	安徽省	0558-8502288	餐饮服务;休闲餐饮场所;休闲餐饮场所	050400	115.364303	33.259581	西餐厅
533	113.326587,23.132897	天河路228号正佳广场3层A3001-3002	天河区	广州市	B00140TG91	[]	必胜客(正佳餐厅)	广东省	020-38330150;020-38330132;020-38330151	餐饮服务;快餐厅;必胜客	050303	113.326587	23.132897	西餐厅
534	121.838482,29.913298	明州路160号	北仑区	宁波市	B023E07DAM	[]	必胜客(明州店)	浙江省	0574-86860679	餐饮服务;快餐厅;必胜客	050303	121.838482	29.913298	西餐厅
535	120.165410,30.250050	解放路211号解百新世纪商厦F1层	上城区	杭州市	B023B05MGE	[]	必胜客(解百新世纪商厦)	浙江省	0571-87023946	餐饮服务;快餐厅;必胜客	050303	120.165410	30.250050	西餐厅
536	112.574829,37.859272	迎泽大街五一广场三晋国际大厦西侧群楼108号	迎泽区	太原市	B015F14FL7	[]	必胜客(三晋店)	山西省	0351-8224266	餐饮服务;快餐厅;必胜客	050303	112.574829	37.859272	西餐厅
537	114.518916,38.043382	中山东路269号北国商城东尚MALL1层	长安区	石家庄市	B013706XGU	[]	必胜客(东尚店)	河北省	0311-89619393;4008123123	餐饮服务;快餐厅;必胜客	050303	114.518916	38.043382	西餐厅
538	116.423466,39.989513	安慧东里17号	朝阳区	北京市	B000A7OKH0	[]	必胜客(惠新东桥店)	北京市	010-64914598	餐饮服务;快餐厅;必胜客	050303	116.423466	39.989513	西餐厅
539	120.160928,30.263117	武林路211号1-2楼(近武林鞋城)	下城区	杭州市	B023B09LTN	[]	必胜客(武林路店)	浙江省	0571-87083712	餐饮服务;快餐厅;必胜客	050303	120.160928	30.263117	西餐厅
540	113.267346,23.122868	西湖路63号光明广场7层北区	越秀区	广州市	B00140T9TI	[]	大城小厨(光明广场)	广东省	020-83386739	餐饮服务;中餐厅;中餐厅	050100	113.267346	23.122868	西餐厅
541	113.306669,23.131534	东风东路836东峻广场4座1层	越秀区	广州市	B00140GSSC	[]	必胜客(东峻店)	广东省	020-87679903;020-87672878	餐饮服务;快餐厅;必胜客	050303	113.306669	23.131534	西餐厅
542	113.690858,34.787471	经三路与农业路交叉口华润万家西配楼	金水区	郑州市	B0FFFFPGFY	[]	必胜宅急送(经三路店)	河南省	4008123123;0371-86130637	餐饮服务;快餐厅;必胜客	050303	113.690858	34.787471	西餐厅
543	112.905980,27.861975	建设北路148号金湘潭商业广场1层	雨湖区	湘潭市	B02DC017TX	[]	必胜客欢乐餐	湖南省	0731-58622155	餐饮服务;快餐厅;必胜客	050303	112.905980	27.861975	西餐厅
544	115.970917,36.456896	东昌西路134号(凤凰台东100米路南)天天电子二楼	东昌府区	聊城市	B027B0OH39	[]	比格比萨(东昌西路店)	山东省	0635-8800707	餐饮服务;快餐厅;快餐厅	050300	115.970917	36.456896	西餐厅
545	108.964454,34.247345	雁塔北路69号时亿国际广场1层	碑林区	西安市	B001D07PYI	[]	必胜客(雁塔路店)	陕西省	029-82212522	餐饮服务;快餐厅;必胜客	050303	108.964454	34.247345	西餐厅
546	114.333182,30.537151	中南路14号银泰百货武汉世纪店2层	武昌区	武汉市	B001B08H95	[]	必胜客(银泰百货店)	湖北省	027-87260151	餐饮服务;快餐厅;必胜客	050303	114.333182	30.537151	西餐厅
547	113.261838,23.194558	机场路1399号百信广场L5层L5-002	白云区	广州市	B00140N5UE	[]	必胜客(百信广场店)	广东省	020-36637408	餐饮服务;快餐厅;必胜客	050303	113.261838	23.194558	西餐厅
548	120.053503,29.323036	望道路266号	义乌市	金华市	B02430INLD	[]	必胜客(乐购店)	浙江省	0579-85358698	餐饮服务;快餐厅;必胜客	050303	120.053503	29.323036	西餐厅
549	120.659767,28.012435	五马街52号五马步行街1-3层	鹿城区	温州市	B024100MON	[]	必胜客(五马店)	浙江省	0577-88230282	餐饮服务;快餐厅;必胜客	050303	120.659767	28.012435	西餐厅
550	120.135728,30.264790	曙光路136号黄龙广场	西湖区	杭州市	B023B09IEZ	[]	必胜客(黄龙店)	浙江省	0571-87633591	餐饮服务;快餐厅;必胜客	050303	120.135728	30.264790	西餐厅
551	120.267532,30.179398	市心中路822号1层	萧山区	杭州市	B023B07BUJ	[]	必胜客(开元店)	浙江省	0571-83873266;0571-83873299	餐饮服务;快餐厅;必胜客	050303	120.267532	30.179398	西餐厅
552	119.815260,31.371493	太滆西路128号新天地购物广场1层	宜兴市	无锡市	B01FE0IBOP	[]	必胜客(新天地餐厅)	江苏省	0510-87335242	餐饮服务;快餐厅;必胜客	050303	119.815260	31.371493	西餐厅
553	121.400699,31.131174	沪闵路7388号百联南方购物中心1-2层	闵行区	上海市	B0015590HE	[]	必胜客(南方商城店)	上海市	021-54179170	餐饮服务;快餐厅;必胜客	050303	121.400699	31.131174	西餐厅
554	113.905222,22.567292	前进一路169号(香格美拉旁边)	宝安区	深圳市	B02F3064IL	[]	必胜客(前进店)	广东省	0755-27662694	餐饮服务;快餐厅;必胜客	050303	113.905222	22.567292	西餐厅
555	121.449518,31.325405	一二八纪念路794号(近通河路)	宝山区	上海市	B00155IVEX	[]	必胜宅急送(三湘店)	上海市	021-56888132	餐饮服务;快餐厅;必胜客	050303	121.449518	31.325405	西餐厅
556	116.401430,39.970453	北三环安贞西里五区4号华联商厦B1层	朝阳区	北京市	B000A7H3IC	[]	必胜客(安贞店)	北京市	010-64197209	餐饮服务;快餐厅;必胜客	050303	116.401430	39.970453	西餐厅
557	114.469647,22.794289	淡水镇崇雅路与南门中路交汇处嘉信贸广场1-2层	惠阳区	惠州市	B02F003PAH	[]	必胜客(嘉信茂店)	广东省	0752-3347578	餐饮服务;快餐厅;必胜客	050303	114.469647	22.794289	西餐厅
558	120.874830,30.031958	市民大道688号上百·万和城1F层	上虞区	绍兴市	B023F02S5Y	[]	必胜客(上虞万和店)	浙江省	0575-81282866;0575-81282868;0575-88122170	餐饮服务;快餐厅;必胜客	050303	120.874830	30.031958	西餐厅
559	117.130015,39.088342	华苑产业园迎水道138号华苑物美生活广场1层	西青区	天津市	B001610NSP	[]	必胜客(迎水道店)(装修中)	天津市	022-23859303;4008123123	餐饮服务;快餐厅;必胜客	050303	117.130015	39.088342	西餐厅
560	117.171004,39.078531	宾水西道与凌宾路交汇处奥城商业广场A1号F2层	南开区	天津市	B00160EBCQ	[]	必胜客欢乐餐厅(奥城餐厅)	天津市	022-23741951;4008123123	餐饮服务;快餐厅;必胜客	050303	117.171004	39.078531	西餐厅
561	116.324446,39.950992	中关村南大街28号	海淀区	北京市	B000A85QZ2	[]	必胜客(魏公村店)	北京市	010-62111052;010-62121718	餐饮服务;快餐厅;必胜客	050303	116.324446	39.950992	西餐厅
562	114.067238,22.649484	坂田坂雪岗大道万科城二区29号	龙岗区	深圳市	B02F37WILP	[]	必胜客(万科城店)	广东省	0755-89581705;0755-89581706	餐饮服务;快餐厅;必胜客	050303	114.067238	22.649484	西餐厅
563	118.589017,24.812721	青阳镇阳光路晋江爱乐假日酒店1-2层(阳光广场对面)	晋江市	泉州市	B02530330X	[]	必胜客(阳光店)	福建省	4006785709	餐饮服务;快餐厅;必胜客	050303	118.589017	24.812721	西餐厅
564	118.650335,24.729799	八七路新华都百货(八七路)1F层	石狮市	泉州市	B0253031LR	[]	必胜客	福建省	0595-88706928	餐饮服务;快餐厅;必胜客	050303	118.650335	24.729799	西餐厅
565	120.567612,31.294293	狮山路58号汇豪国际1层	虎丘区	苏州市	B02000IOJT	[]	必胜客(汇豪店)	江苏省	0512-68032061	餐饮服务;快餐厅;必胜客	050303	120.567612	31.294293	西餐厅
